Distance host 0(m),Distance host 1(m),Distance host 2(m),Distance host 3(m),Distance host 4(m),Distance host 5(m),Distance host 6(m),Distance host 7(m),Distance host 8(m),Likelihood position X (m),Likelihood position Y (m),Real position X (m),Real position Y (m)
17.9387,21.0547,17.8195,14.2409,19.6324,18.7079,23.6463,18.1282,19.0921,117.856,93.7628,117.916,93.889,
19.7,18.0406,19.1663,21.0885,23.7502,18.2238,18.7919,18.0232,14.3188,117.934,94.0008,118.092,94.1251,
23.8363,18.8489,18.3121,18.1584,18.1541,19.8062,21.119,19.3059,14.3813,118.094,94.1925,118.275,94.386,
14.4209,18.4157,21.1384,23.9701,18.9415,18.2542,19.8918,19.4101,18.3608,118.337,94.5436,118.431,94.6223,
21.1528,18.5005,19.4796,19.0029,18.332,14.4855,18.4934,19.9656,24.0907,118.565,94.716,118.597,94.8917,
21.1674,14.5323,19.0701,20.0258,24.1702,19.5928,18.6534,18.6243,18.4366,118.62,95.0159,118.745,95.1506,
14.5794,20.0837,21.1764,18.7769,19.1349,18.7005,24.2658,19.6871,18.5105,118.783,95.2305,118.869,95.3813,
21.1797,18.5561,14.6278,19.7505,18.7753,20.1555,24.3509,18.9467,19.2049,118.934,95.4691,119.035,95.7135,
19.242,21.1787,18.8613,19.0785,20.2173,24.4383,18.6592,19.8632,14.6936,119.053,95.7781,119.146,95.9554,
21.1736,19.1873,24.4996,14.726,19.2988,19.9337,18.7261,18.9526,20.2783,119.182,95.9759,119.282,96.2784,
19.3384,18.7788,14.7661,20.3175,19.3612,24.5873,20.0126,21.1562,19.0283,119.314,96.3963,119.379,96.5312,
19.4571,20.3537,20.0636,14.8009,19.0774,18.8435,21.1408,24.6522,19.3897,119.418,96.5622,119.483,96.8275,
20.3898,19.5827,24.6971,18.8914,14.8343,21.1211,19.4189,20.1386,19.1473,119.479,96.9045,119.562,97.0724,
20.4195,19.1795,14.8577,19.4417,19.7006,24.7509,20.1865,21.0946,18.9479,119.567,97.1719,119.644,97.3573,
14.8838,19.8029,19.2369,20.4544,20.2376,24.8009,19.4724,21.0649,18.992,119.654,97.4338,119.712,97.619,
24.8294,21.045,19.017,14.9084,19.49,20.2847,19.2892,19.9313,20.4823,119.722,97.7063,119.779,97.9094,
20.3192,24.8715,19.3249,20.4973,20.0182,19.0607,19.5097,14.9337,20.9936,119.777,98.0035,119.83,98.1639,
19.3571,24.9017,20.5117,19.0887,14.9492,20.1215,20.952,19.5241,20.3772,119.855,98.3193,119.893,98.5409,
20.526,19.1239,14.967,20.2315,24.9444,20.8945,19.4171,20.4181,19.5352,119.909,98.6346,119.936,98.8665,
20.853,20.3186,19.4423,20.5338,14.9818,19.1563,19.5387,24.9702,20.4524,119.968,98.9232,119.968,99.1944,
14.9895,20.47,20.4157,19.5385,19.4732,20.5352,20.7743,19.177,24.9855,119.986,99.2613,119.985,99.4486,
20.5334,20.4871,20.4913,14.9961,20.7218,19.494,24.9938,19.1908,19.5324,119.992,99.5221,119.997,99.7547,
20.6669,19.5094,14.9994,20.5242,19.2008,24.9991,20.5842,19.5234,20.5134,120.002,99.8324,120,100.059,
20.6373,19.5142,20.5128,14.9995,19.2077,20.5761,19.5261,20.5251,24.9979,119.997,100.127,119.993,100.368,
19.4981,24.995,19.5333,20.4953,14.9965,20.532,20.7257,20.4872,19.2103,119.995,100.486,119.977,100.681,
20.7725,19.5384,20.5352,19.2089,19.4709,20.4698,24.9808,14.9886,20.3971,119.967,100.811,119.952,100.975,
20.8341,24.9685,19.5387,19.4444,19.2022,20.4416,20.5329,14.9779,20.2994,119.952,101.148,119.91,101.338,
20.5275,19.1906,14.9665,20.2176,19.4047,24.9364,20.915,19.531,20.3971,119.878,101.456,119.865,101.637,
19.1776,24.9156,19.5243,14.9515,20.5151,19.3696,20.9592,20.3648,20.1057,119.859,101.771,119.819,101.892,
20.987,20.3396,19.3392,19.5117,14.9343,19.1558,20.4985,24.8751,20.0078,119.786,102.048,119.756,102.196,
14.9166,20.2933,19.2934,21.0348,24.8395,19.913,19.4883,20.4739,19.1242,119.741,102.28,119.677,102.521,
20.4557,21.0708,19.8079,19.1008,19.2323,20.2261,19.4636,24.7844,14.8785,119.663,102.585,119.598,102.807,
20.1873,19.0734,19.7018,20.4243,14.8582,19.1801,24.7399,19.4366,21.1066,119.568,102.883,119.523,103.052,
21.1205,19.0412,20.3944,19.5877,14.8303,24.6917,19.1239,19.4066,20.1084,119.463,103.161,119.418,103.361,
14.8017,21.1447,19.4609,20.0566,18.9887,24.6239,19.0533,20.3406,19.3625,119.374,103.398,119.299,103.677,
24.569,18.9463,19.3147,19.9783,18.9862,14.749,20.2928,19.318,21.1667,119.304,103.76,119.164,104.003,
19.2847,18.9166,19.8999,21.1749,20.2429,18.8775,24.4647,19.1328,14.6976,119.148,104.11,119.039,104.277,
21.1793,19.8223,19.2291,24.3971,14.6633,20.1858,19.0001,18.8166,18.8135,119.028,104.405,118.919,104.522,
18.7809,20.1429,19.1776,18.7547,19.732,24.3076,18.8598,14.6114,21.1782,118.864,104.614,118.763,104.818,
19.119,19.6476,21.1746,14.5683,18.6978,18.7108,20.0576,18.6469,24.2016,118.653,104.914,118.62,105.068,
18.6495,19.5655,18.5865,21.1656,20.0023,19.0479,18.5687,14.5124,24.1123,118.495,105.153,118.471,105.315,
21.1541,18.9941,18.4444,14.4681,19.455,19.9259,18.5569,18.4698,24.0135,118.337,105.372,118.307,105.567,
18.2957,21.1343,23.9404,19.3561,18.3843,19.8472,18.4782,14.3954,18.8922,118.318,105.555,118.123,105.833,
18.416,21.1093,18.1021,18.2792,19.7632,18.8234,14.3343,19.2201,23.786,117.967,105.903,117.935,106.086,
14.2877,18.1824,18.3178,19.1286,18.7432,23.6839,17.8952,21.0691,19.6563,117.806,106.135,117.741,106.331,
18.0746,21.0451,18.663,19.5844,19.0055,18.2134,23.556,17.7131,14.1911,117.709,106.451,117.54,106.568,
18.1362,17.5756,18.8913,18.5628,14.1309,23.4259,20.9928,19.4603,17.9023,117.486,106.665,117.318,106.815,
23.321,18.7624,20.954,19.3753,17.8006,18.0076,17.338,14.0441,18.4393,117.362,106.866,117.109,107.033,
18.6411,17.1976,17.9201,13.9835,19.266,17.6725,18.3513,23.1392,20.8912,117,107.05,116.902,107.237,
13.9225,18.5144,18.2764,23.0361,17.8126,19.1614,20.8444,17.5392,16.9552,116.844,107.413,116.683,107.439,
19.0752,20.7996,13.8329,18.1613,22.8784,17.4206,16.7849,17.684,18.3283,116.574,107.611,116.458,107.635,
18.2466,16.6416,18.9487,22.7426,20.7314,17.5845,13.7387,17.2799,18.0312,116.459,107.597,116.252,107.804,
18.1151,22.6147,16.4508,20.6729,18.8265,17.4727,17.1538,13.6524,17.9186,116.293,107.772,116.006,107.995,
22.4605,17.9589,16.2468,17.8318,18.6942,17.3482,17.008,20.5829,13.5571,116.012,107.986,115.748,108.183,
22.2909,17.2451,17.7104,20.5211,18.5645,16.8687,13.4773,17.7605,15.9779,115.751,108.335,115.534,108.329,
18.4692,17.1303,16.7554,13.4066,20.4452,17.6291,17.5708,22.0655,15.7589,115.356,108.54,115.234,108.521,
20.3622,16.9766,15.6003,17.4419,21.91,13.2843,16.5446,17.4224,18.2485,115.109,108.499,114.965,108.68,
16.8423,15.3882,18.1527,21.736,17.2874,17.2928,13.1831,20.2411,16.3739,114.968,108.735,114.739,108.806,
18.0327,17.1917,13.1098,15.168,16.2558,21.5513,17.1184,16.6611,20.1405,114.635,108.758,114.45,108.956,
16.5575,17.0365,16.9557,14.9168,17.8371,12.977,16.0465,20.033,21.3007,114.185,108.957,114.14,109.103,
16.8768,17.686,16.7609,14.6627,16.3595,19.9332,12.8578,21.1097,15.8524,114.054,109.2,113.888,109.213,
16.7466,12.7887,20.9837,16.5965,16.2282,15.7258,17.5119,14.4233,19.8238,113.831,109.18,113.645,109.312,
15.6114,19.7608,20.8014,12.6724,16.41,16.068,16.5535,14.1745,17.3193,113.509,109.326,113.277,109.448,
15.3726,16.3968,17.1778,20.5254,13.9348,15.8709,12.5183,19.5714,16.144,113.169,109.532,113.021,109.533,
15.7644,20.3607,16.0211,12.4295,15.1738,16.9988,19.4646,16.2063,13.672,112.997,109.669,112.746,109.616,
16.1052,16.8684,19.3703,15.0097,13.4926,15.8156,20.109,12.3018,15.5459,112.711,109.638,112.493,109.684,
13.316,15.9476,19.2537,14.8406,19.9334,16.6779,12.2001,15.6196,15.3916,112.475,109.647,112.228,109.749,
12.1233,19.7619,19.1317,15.7701,16.5144,13.0149,14.6236,15.4189,15.2187,112.246,109.807,111.911,109.816,
11.9884,18.985,14.4576,15.5822,15.0694,12.7575,16.3,19.4523,15.1936,111.682,109.946,111.607,109.87,
14.916,18.8378,19.2665,16.1303,11.8382,12.497,15.0025,15.366,14.1917,111.586,110.018,111.299,109.915,
15.9599,14.7204,14.8235,18.6732,14.0213,15.1899,18.9787,12.2017,11.6787,111.256,109.994,110.99,109.951,
13.8551,18.7961,15.7405,11.5826,11.9772,14.4789,14.545,18.4755,14.9587,110.998,109.812,110.649,109.979,
13.6277,18.5353,15.5246,11.7058,14.3478,18.3344,14.7913,11.4188,14.2619,110.718,109.917,110.391,109.992,
11.3405,11.4701,13.4028,15.3109,14.125,14.6063,18.2356,18.1575,14.0609,110.272,109.867,110.041,110,
14.4317,15.0993,11.1461,17.9853,13.8676,13.8679,11.137,17.9658,13.075,110.027,110.063,109.68,109.995,
13.6935,14.855,14.1829,10.8281,17.7942,10.9872,17.6563,12.8464,13.5371,109.469,110.118,109.322,109.977,
14.6099,10.5298,13.3547,17.3962,10.8352,13.9129,17.577,12.5916,13.3718,109.332,109.885,109.055,109.955,
13.2577,13.1513,17.4475,12.4277,10.7098,14.3631,10.2054,17.0985,13.6822,108.929,109.906,108.741,109.92,
13.036,17.2631,16.8945,14.1493,12.1777,9.93677,12.838,13.4749,10.5251,108.732,109.965,108.423,109.875,
9.71418,12.6536,13.3145,16.6116,12.7727,10.4061,13.8781,11.8992,17.0044,108.384,109.727,108.135,109.824,
13.1201,12.595,12.4014,16.8696,11.7109,9.37391,13.6639,16.2972,10.2499,108.096,109.838,107.876,109.772,
10.1756,12.1966,13.4941,12.8923,9.12508,11.4833,12.3431,16.6529,16.0287,107.636,109.704,107.584,109.704,
16.5274,13.2768,8.87236,12.6737,11.9099,12.1313,11.2304,15.7647,9.9669,107.551,109.734,107.285,109.624,
11.6852,11.03,15.5367,12.4192,16.2624,12.9638,8.48742,11.8575,9.80052,107.266,109.597,106.937,109.519,
9.69993,12.1863,10.7381,11.3486,11.64,16.0244,12.6851,8.16035,15.1403,106.727,109.505,106.683,109.434,
9.56473,15.8712,11.1266,11.4411,14.9222,10.4625,12.4376,11.8878,7.84707,106.563,109.505,106.36,109.314,
10.2535,11.7099,12.218,7.60424,15.5943,14.5849,11.1373,9.34168,10.7434,106.213,109.356,106.072,109.196,
14.3655,15.4099,9.23106,10.9367,7.30145,11.9401,10.516,11.407,9.90964,106.084,109.262,105.83,109.089,
15.2304,10.3443,14.0808,11.7337,9.72467,10.7009,9.06992,11.1908,6.98337,105.811,109.141,105.576,108.968,
15.0144,11.0216,10.0655,6.76257,11.4774,8.93187,13.7462,9.44136,10.4293,105.535,108.95,105.3,108.827,
8.81884,11.2623,9.80306,6.47312,14.7406,9.19523,10.197,10.6644,13.362,104.975,108.76,104.938,108.624,
9.43222,9.92178,8.87521,13.0747,14.4158,8.56822,10.3733,5.98805,10.7961,104.815,108.502,104.669,108.46,
14.2207,10.1769,5.75047,9.64912,8.58576,10.5741,9.08041,8.40243,12.7079,104.476,108.464,104.439,108.311,
12.5462,8.89394,8.37275,5.46851,9.41558,8.28132,9.89285,10.3097,13.9156,104.437,108.134,104.203,108.148,
9.72302,12.2531,8.16125,8.11238,5.17412,9.16645,10.0727,8.55803,13.6959,104.165,107.995,103.987,107.99,
9.89735,4.93698,8.96874,13.5281,9.44331,8.32539,11.9007,7.98437,7.78996,103.928,108.014,103.743,107.8,
9.22297,4.62385,7.86535,7.56871,9.55004,8.0136,8.64032,13.2132,11.5419,103.526,107.673,103.48,107.582,
8.93906,7.71036,4.26305,7.27177,7.71441,12.9626,9.22431,8.34427,11.2166,103.286,107.496,103.24,107.369,
8.66085,3.98034,11.0082,7.54728,12.7236,8.96364,6.96298,8.08795,7.37909,103.174,107.366,103.05,107.19,
10.7738,3.72072,7.92067,12.5147,8.38534,7.16954,7.40173,6.7152,8.68574,103.014,107.081,102.865,107.007,
7.69972,7.2992,3.43217,8.14641,6.90992,10.4251,12.2386,6.45483,8.41787,102.729,106.861,102.656,106.787,
7.93281,3.16911,10.1837,6.64955,12.0166,6.21874,7.37849,7.12622,8.14896,102.598,106.658,102.468,106.578,
7.03388,6.0005,7.16759,7.63496,7.93356,2.83604,11.7412,9.82855,6.30314,102.326,106.53,102.294,106.373,
11.5817,6.13016,2.61719,7.39183,9.5992,5.69666,6.87949,7.63841,6.8564,102.279,106.354,102.108,106.141,
7.4443,6.67503,7.13551,2.33104,6.74983,5.4231,5.7755,11.2277,9.25654,101.972,106.048,101.943,105.923,
6.91636,6.4349,7.16264,11.033,6.62946,5.17067,2.05867,5.49804,8.99527,101.809,105.888,101.787,105.705,
6.53593,6.19386,4.95452,6.89163,6.61147,5.24892,1.82604,8.7331,10.7095,101.672,105.52,101.611,105.443,
5.01163,6.36714,10.5164,6.58704,5.87129,6.37149,1.59295,4.59372,8.43481,101.489,105.405,101.464,105.209,
6.36145,10.2791,4.71574,4.38851,8.2281,6.25847,1.41712,6.04247,5.57644,101.472,105.158,101.33,104.983,
5.43134,1.31024,5.8563,4.13384,9.98459,7.95694,6.00694,6.133,4.34489,101.248,104.942,101.174,104.701,
5.78989,3.85653,9.72287,1.19707,7.67289,4.07373,5.4865,6.00679,5.01958,101.183,104.633,101.032,104.424,
1.18343,5.46447,5.26361,7.41761,9.40134,3.50532,5.90261,4.76055,3.73466,100.994,104.384,100.909,104.166,
3.30311,5.82602,5.00324,7.17748,4.54276,9.12478,5.1224,1.27906,3.45751,100.855,104.108,100.802,103.925,
4.34729,3.28513,4.75111,5.72379,8.8842,2.98503,6.91726,4.84674,1.41742,100.75,103.845,100.701,103.679,
5.64644,2.77458,2.99822,1.54528,6.7146,4.60091,4.02112,4.42719,8.56777,100.661,103.52,100.601,103.415,
1.71601,2.73456,2.49757,6.50655,8.34592,4.18091,4.30142,3.74261,5.51723,100.592,103.328,100.489,103.088,
3.92428,2.17964,3.49603,5.44453,3.98019,7.99711,2.08356,2.29011,6.18412,100.408,102.986,100.397,102.789,
3.23326,2.07861,3.60276,2.30855,7.71786,6.00904,3.65252,1.8079,5.34755,100.385,102.713,100.325,102.527,
1.64496,5.86694,7.47967,1.78571,5.29314,2.91578,3.28483,2.62828,3.33549,100.295,102.411,100.251,102.225,
1.53494,3.14737,3.05638,2.6737,7.1574,1.3032,5.64614,5.22179,2.90709,100.232,102.134,100.196,101.971,
2.8894,1.26393,2.79751,5.52023,1.07101,5.17412,3.14932,2.37406,6.83137,100.187,101.815,100.143,101.682,
6.65689,5.39222,0.993063,0.83717,2.54839,2.13557,2.46085,3.44956,5.11806,100.149,101.617,100.097,101.39,
5.27215,0.763272,3.66481,6.32322,0.60738,2.20048,1.87265,5.08058,2.19478,100.087,101.307,100.062,101.113,
6.07754,0.485964,5.16348,1.95105,1.96589,3.99204,5.04955,0.569905,1.5916,100.075,101.039,100.032,100.803,
5.774,1.71107,4.25256,0.545322,1.40138,5.07534,5.02437,0.518341,1.60764,100.036,100.744,100.014,100.538,
1.45759,0.619071,1.21146,0.654147,5.02887,4.57933,5.39986,1.34727,5.00758,100.01,100.412,100.002,100.201,
4.82291,1.00565,5.00354,5.13754,5.00069,1.0779,0.942847,1.04987,0.969079,100.01,100.137,100.001,99.8756,
5.00324,0.863402,5.00144,5.18671,0.835222,0.834322,4.77494,1.21431,1.22405,99.9967,99.7862,100.007,99.6161,
0.668387,0.791302,1.40123,5.45218,0.6504,5.01163,5.03741,1.45654,4.47545,100.011,99.4925,100.022,99.3377,
5.02317,1.64736,0.818433,1.6577,5.08163,0.49046,0.546821,5.77985,4.20294,100.029,99.2148,100.044,99.0631,
0.922012,1.93921,0.570205,3.98019,0.481766,6.04726,1.98088,5.17352,5.0614,100.051,98.9636,100.08,98.7408,
3.70723,2.21127,5.08658,2.27767,0.633611,0.774514,1.16589,6.38753,5.28864,100.104,98.6494,100.118,98.4689,
6.55526,0.795949,0.949293,1.33647,3.38661,2.57342,5.39372,2.54854,5.14099,100.118,98.4192,100.169,98.1683,
1.19842,1.05467,5.51019,2.77983,3.09716,6.92311,2.88295,5.18836,1.63222,100.165,98.0857,100.221,97.9079,
1.45219,1.78167,1.31144,3.12893,7.19067,3.07767,5.24397,2.77503,5.71929,100.283,97.7977,100.293,97.5978,
1.76473,5.84415,7.47068,3.34823,5.30543,2.11084,2.50567,3.49378,1.68438,100.294,97.5333,100.363,97.3299,
3.66931,3.58012,1.86201,2.29551,6.04861,2.35307,7.78666,2.12193,5.38787,100.371,97.239,100.443,97.0577,
7.98347,3.9667,5.44003,6.23673,2.36446,2.16945,2.62079,1.99857,3.93867,100.443,96.975,100.525,96.8016,
6.40552,4.23262,1.83263,2.39579,4.13983,2.64027,2.86167,5.53642,8.34652,100.519,96.6501,100.615,96.5471,
6.62032,2.63667,4.52387,3.08172,8.56132,4.41939,5.61811,2.94711,1.56462,100.615,96.4603,100.714,96.2891,
8.76938,6.84936,3.31705,3.16281,5.69681,1.41592,4.68561,4.85754,2.98279,100.714,96.2666,100.817,96.0406,
3.54355,1.30125,5.06215,3.1808,5.79079,4.93249,7.13536,9.11819,3.50337,100.885,95.9487,100.929,95.7905,
5.86664,5.31517,3.81606,3.70499,5.17202,1.20082,3.47654,7.37984,9.38455,101,95.6393,101.046,95.5474,
5.96797,3.95546,5.60072,3.71053,5.44093,9.61749,1.19018,4.14883,7.6534,101.165,95.4476,101.189,95.27,
4.24026,4.3338,6.09328,9.86017,5.9185,7.86985,4.02022,5.74342,1.26557,101.237,95.2127,101.315,95.0434,
6.18817,5.91895,10.0945,4.54485,4.61501,6.19311,8.13007,1.38084,4.29992,101.376,95.0301,101.451,94.812,
6.39232,1.49207,6.18202,10.3587,8.36046,4.52911,6.33701,4.88167,4.93728,101.447,94.7814,101.624,94.5365,
6.44869,6.70995,8.63192,4.78948,10.6587,1.75903,6.46607,5.19016,5.19315,101.664,94.5265,101.772,94.3166,
1.92827,5.36988,8.90054,7.0048,10.909,6.76557,5.09227,5.45382,6.59843,101.79,94.2401,101.932,94.0919,
6.94469,5.2771,6.67983,7.25887,9.18324,5.68676,11.1706,2.2387,5.69531,101.955,94.0371,102.091,93.8811,
6.784,5.89752,5.55111,2.45485,7.55282,11.4212,9.50042,5.95238,7.31434,102.179,93.7179,102.303,93.6156,
5.83156,7.5083,11.6729,2.76199,6.97317,6.21919,6.30434,7.89833,9.84593,102.459,93.5657,102.493,93.3933,
2.98893,7.76747,8.09709,7.09579,11.9374,6.16029,6.5743,6.49455,10.1232,102.641,93.3361,102.675,93.1928,
10.2857,8.01225,3.28228,8.36796,6.70366,6.41541,6.84246,7.25183,12.2452,102.666,92.9878,102.897,92.9613,
10.6095,7.36785,3.59901,6.69646,8.69263,8.36001,12.4909,7.18198,7.06041,102.87,92.8765,103.124,92.7393,
7.22605,12.6902,6.96523,7.53393,10.9811,3.96356,8.64616,9.03694,7.50665,103.248,92.775,103.363,92.5198,
9.21757,7.71096,12.981,11.3005,4.27234,7.58175,8.93262,7.33367,7.7345,103.375,92.4925,103.606,92.3109,
7.52569,13.2294,4.55834,11.6134,7.86101,9.58751,8.07881,7.89219,9.23661,103.619,92.2054,103.846,92.1176,
7.97703,9.80082,11.907,8.09694,4.89096,8.34652,13.5367,7.89578,9.49428,103.868,91.979,104.088,91.9345,
10.0694,9.66306,13.7362,8.35791,8.61409,5.20784,8.14491,8.17969,12.2973,104.29,91.9352,104.323,91.7677,
8.26888,12.4684,8.84598,8.60194,13.985,10.3811,5.50479,8.40513,9.99028,104.314,91.6523,104.57,91.6026,
8.81645,10.5902,5.74178,8.61409,12.8067,14.2246,9.172,8.47723,10.2462,104.571,91.4474,104.836,91.4362,
9.09076,8.87326,10.4257,13.1104,14.4638,6.10647,8.62128,10.9441,9.49413,104.942,91.4586,105.083,91.2925,
6.32502,14.6561,8.73865,9.69349,13.4084,10.697,11.1815,9.19269,9.42248,105.117,91.2841,105.323,91.161,
11.3352,9.34648,9.57117,6.62212,8.88105,10.9078,14.9033,9.97589,13.7184,105.52,91.0948,105.562,91.0386,
10.1373,6.8672,11.0965,9.6028,9.81955,13.9394,11.6354,15.1157,9.04534,105.592,90.9274,105.803,90.9234,
10.3784,9.81146,9.14022,10.033,14.191,7.18737,11.3575,15.3183,11.8947,105.938,90.7589,106.075,90.8025,
15.4565,11.5543,9.29911,7.47757,10.3049,10.1265,14.527,12.1459,10.7699,106.289,90.9226,106.414,90.6652,
14.7673,7.78636,10.9839,12.382,10.58,11.8667,9.49548,10.4347,15.8096,106.39,90.4973,106.697,90.5611,
9.60895,12.6108,12.0737,11.2593,15.1166,10.8355,10.6737,16.0065,8.18448,106.803,90.6129,106.99,90.4639,
15.3524,16.1629,9.77203,12.3179,12.8885,11.5449,8.454,10.9432,11.1242,106.94,90.5566,107.295,90.3728,
15.6378,11.7576,8.68634,16.3943,11.1562,11.3217,13.1594,12.5964,9.9711,107.287,90.3178,107.593,90.294,
13.334,15.9439,12.0376,12.7873,10.0894,9.032,11.4264,11.5879,16.6481,107.606,90.158,107.884,90.2264,
10.2066,13.5923,9.28532,11.7776,12.3144,16.8184,11.6714,13.0566,16.3156,108.131,90.1732,108.189,90.1654,
13.8081,12.5252,16.9823,16.5174,10.3796,12.0217,9.61539,13.2667,11.9212,108.207,90.2599,108.458,90.1196,
12.7329,12.1828,17.1516,12.0792,16.7699,14.0697,9.87531,13.4661,10.5401,108.479,90.1378,108.758,90.0774,
10.0808,13.6218,13.0017,17.3496,14.2905,12.3434,10.6702,12.4822,17.1039,109.017,90.0403,109.069,90.0434,
10.7697,10.3838,14.4962,13.2633,12.671,12.574,17.3407,13.8967,17.5828,109.225,89.9254,109.374,90.0196,
17.5161,12.8452,14.0451,12.7641,13.4931,17.721,10.9429,14.7495,10.7305,109.371,90.114,109.635,90.0067,
11.028,14.8829,14.2265,10.9118,17.8675,13.0916,13.0128,17.8477,13.7635,109.892,90.0961,109.961,90.0001,
13.1699,18.0289,13.9275,15.1293,18.051,14.4693,11.2106,11.253,13.3279,109.911,90.0562,110.227,90.0026,
14.5967,13.4442,11.3035,11.4477,18.2861,18.2061,13.4214,15.3527,14.1908,110.398,90.0584,110.509,90.0129,
13.6271,15.4904,18.496,11.438,11.7084,14.8271,14.3852,18.3761,13.6463,110.529,90.0606,110.811,90.033,
18.4812,14.5533,13.7958,18.751,11.5754,15.0193,15.7381,12.0232,13.9218,110.807,90.1661,111.124,90.0634,
11.6804,13.9916,12.2194,14.0684,15.923,18.6727,19.0287,15.2314,14.8477,111.342,90.0986,111.421,90.1014,
14.1854,11.8177,16.0992,15.0063,12.4991,18.8198,14.2887,15.4162,19.2889,111.668,90.089,111.723,90.1496,
15.1867,18.9376,12.731,15.5621,14.469,16.3188,19.4957,14.4603,11.9847,111.758,90.1665,112.006,90.2033,
19.0686,12.974,14.6084,19.6851,16.4928,12.0917,15.7628,15.4696,14.696,111.997,90.2741,112.324,90.2739,
19.8942,12.195,15.6288,15.9179,14.8501,13.2846,14.8504,19.2603,16.7242,112.411,90.1867,112.619,90.3492,
16.0629,14.9953,15.8259,12.3234,20.1559,19.3865,13.5614,16.9053,15.0845,112.646,90.4334,112.954,90.4462,
15.2014,15.2074,16.2651,20.3833,17.0684,12.4703,16.0885,19.5358,13.8534,113.021,90.6023,113.247,90.5419,
20.577,16.4355,19.6394,12.5818,14.0576,16.2829,15.4495,17.2715,15.4679,113.187,90.6412,113.582,90.6637,
19.7614,17.4248,15.6309,20.8575,16.4983,15.6357,12.7305,14.3743,16.674,113.606,90.7177,113.88,90.7833,
14.5299,12.8142,17.5936,16.6773,15.8262,21.0823,16.8161,19.9206,15.8352,113.926,90.762,114.179,90.9151,
12.9221,19.9978,15.99,16.8648,14.8201,16.9675,15.9891,21.3095,17.8174,114.404,90.8929,114.478,91.0588,
17.0894,16.1662,20.1174,17.0553,15.0679,21.4927,17.9586,16.1653,13.0766,114.511,91.1123,114.719,91.1834,
20.1937,16.2582,17.2024,15.2566,16.3352,17.2468,13.1585,21.6754,18.1063,114.881,91.1686,114.971,91.3228,
20.2877,13.2325,15.4672,21.8247,16.4955,17.3913,18.2356,17.397,16.4661,115,91.4075,115.238,91.4816,
20.3784,16.6275,16.5686,21.998,18.3617,17.5509,15.7159,13.357,17.5302,115.254,91.5135,115.464,91.6247,
18.4597,13.4166,20.4646,16.7837,16.7152,17.7113,15.9317,17.6567,22.2131,115.71,91.75,115.761,91.8261,
18.614,16.9371,13.5277,16.1194,17.8652,17.7727,16.8849,22.375,20.574,115.875,91.8197,115.973,91.9802,
22.4741,17.9845,17.8682,17.0834,13.6182,17.0045,20.6353,16.3438,18.7766,116.026,91.9907,116.193,92.1483,
16.4607,20.6822,13.6875,17.1102,18.134,18.8706,22.666,18.0061,17.2499,116.275,92.2323,116.436,92.3463,
17.3333,18.264,22.7878,13.7791,18.9931,18.1079,20.7669,17.2763,16.7488,116.468,92.5297,116.669,92.5489,
17.3587,13.857,16.8855,18.2082,18.4272,22.962,19.1193,20.8308,17.5223,116.733,92.6265,116.89,92.7525,
13.9297,23.0743,17.0676,19.2155,18.5609,17.6291,18.3254,20.8856,17.526,116.857,92.7903,117.106,92.9644,
18.6694,19.3141,17.7396,18.4142,20.93,17.2874,14.03,23.2551,17.6396,117.148,93.0584,117.294,93.1591,
17.7027,17.4202,18.497,17.8541,20.972,23.3643,14.0967,18.8241,19.4412,117.404,93.1353,117.498,93.3838,
23.4616,17.5951,19.5079,21.0143,18.9353,14.1706,17.8529,18.6189,18.0181,117.425,93.497,117.751,93.6822,
17.9492,19.6279,23.6353,14.2463,17.8543,18.1317,18.7267,21.07,19.119,117.851,93.8318,117.982,93.9759,
19.7323,18.0779,18.2461,18.8091,14.3307,21.1016,18.0775,19.2365,23.8151,118.13,94.0804,118.16,94.2197,
23.8866,18.8836,18.1824,19.8305,18.2293,14.3957,21.128,19.3438,18.3815,118.151,94.3476,118.327,94.4634,
18.4354,19.4092,18.2656,23.9964,18.9598,18.3816,21.1463,14.4531,19.9182,118.378,94.4818,118.469,94.6829,
