Distance host 0(m),Distance host 1(m),Distance host 2(m),Distance host 3(m),Distance host 4(m),Distance host 5(m),Likelihood position X (m),Likelihood position Y (m),Real position X (m),Real position Y (m)
4.42299,2.29641,2.37016,3.27538,6.27181,6.96268,98.1047,99.0112,98.0541,99.0202,
3.19789,2.35412,2.47149,7.04992,6.30059,4.49089,98.0263,99.0254,97.9484,99.0248,
6.32172,7.13971,2.42517,3.07152,2.59575,4.54171,97.9227,99.0352,97.8521,99.0291,
4.57378,2.98893,2.49053,2.69199,6.35995,7.27551,97.7886,99.0236,97.729,99.0346,
2.55843,2.87216,2.80321,7.37175,6.39697,4.65728,97.6952,99.0413,97.6299,99.039,
2.8882,4.69625,2.63578,2.76304,7.48387,6.4346,97.5818,99.0325,97.5156,99.0441,
7.55432,6.45933,2.71117,3.01726,4.76775,2.64837,97.488,99.0506,97.4227,99.0482,
2.77188,3.10135,2.57402,4.82006,6.5013,7.69327,97.3617,99.0479,97.3106,99.0532,
4.87448,6.53548,2.46804,7.78426,3.23491,2.88086,97.2765,99.0496,97.212,99.0575,
3.30311,2.3844,2.93737,7.87825,4.94762,6.58239,97.1813,99.0534,97.1181,99.0617,
2.30196,6.60967,4.99859,3.41988,7.98063,3.02685,97.0818,99.0625,97.0204,99.066,
5.04776,2.20842,8.05917,3.08921,6.65599,3.52586,96.9924,99.0656,96.9269,99.0702,
8.13757,5.11161,3.15756,2.10949,3.61325,6.69841,96.9107,99.0596,96.8331,99.0743,
6.7233,3.22667,3.69149,2.0233,8.26783,5.19675,96.7871,99.0892,96.719,99.0794,
5.24382,1.93036,3.80931,6.78475,3.34014,8.38669,96.658,99.0722,96.6087,99.0843,
3.40654,1.83218,5.32761,6.83482,8.48787,3.94662,96.5615,99.0907,96.4981,99.0892,
1.74314,8.56852,4.02696,5.40646,6.88923,3.52751,96.4835,99.0839,96.4034,99.0934,
8.66115,3.58822,1.64331,5.47571,6.93735,4.14913,96.3784,99.103,96.3027,99.0979,
3.66616,1.56746,8.75709,6.95099,5.54691,4.20069,96.2918,99.1169,96.3089,99.1882,
5.58918,8.71976,4.18195,1.53374,6.84351,3.56933,96.3145,99.2227,96.3421,99.2776,
6.77546,4.15288,3.51282,1.51965,8.6691,5.65603,96.3578,99.3135,96.3805,99.3808,
6.67503,1.512,3.43817,8.62893,4.11585,5.7061,96.3916,99.4091,96.4145,99.4721,
1.50975,6.56815,3.36592,5.74957,8.58486,4.08677,96.4299,99.4943,96.4476,99.561,
4.07193,6.47911,5.79469,1.51515,3.29292,8.54543,96.4677,99.581,96.4805,99.6493,
5.83711,8.5195,3.23851,4.04525,1.52669,6.3601,96.4878,99.6899,96.5129,99.7365,
8.48682,1.53898,6.28995,3.17315,4.02471,5.90621,96.5173,99.7688,96.5449,99.8225,
4.01197,3.12129,5.94743,6.19206,1.56522,8.43916,96.5642,99.8515,96.5789,99.9139,
6.11412,3.99413,3.05399,1.5925,6.01189,8.40393,96.6015,99.9384,96.6129,100.005,
8.38175,2.99957,3.97974,1.62532,6.0672,5.98626,96.6199,100.054,96.6471,100.097,
1.6562,2.94066,6.11921,3.9673,8.33873,5.88358,96.6609,100.148,96.6864,100.203,
6.17797,5.80788,2.87351,8.3035,1.71991,3.95666,96.6999,100.223,96.7212,100.296,
5.71554,3.95201,1.76278,2.81625,8.26977,6.26117,96.7359,100.335,96.7562,100.39,
1.804,5.61976,3.94812,2.76933,6.31423,8.23965,96.7733,100.415,96.788,100.476,
2.73471,6.35905,8.21851,3.94692,5.51168,1.87685,96.8022,100.503,96.8205,100.563,
3.94737,1.91687,2.68494,5.42714,8.18778,6.43684,96.832,100.602,96.8526,100.649,
6.47357,5.35249,2.64582,8.16425,1.98837,3.95186,96.8638,100.665,96.8879,100.744,
2.03604,5.25566,2.60505,8.13787,3.95741,6.56276,96.8962,100.779,96.9204,100.832,
5.17082,6.60713,2.57057,2.11534,8.11238,3.96595,96.9322,100.848,96.9529,100.919,
2.1651,6.66798,2.53939,3.97435,5.05615,8.0887,96.9635,100.945,96.9853,101.006,
6.73079,2.24185,3.98604,4.96966,2.50641,8.06592,96.9983,101.031,97.02,101.099,
4.89906,6.80034,4.00028,8.04868,2.48153,2.33358,97.0337,101.113,97.0522,101.186,
8.03369,6.8639,4.79263,4.01872,2.4592,2.41153,97.0691,101.208,97.0908,101.289,
8.0112,4.03716,2.47599,2.44031,6.95803,4.67047,97.0979,101.331,97.1239,101.378,
7.99217,2.42622,4.06294,2.56817,4.57139,7.04197,97.1364,101.436,97.1664,101.493,
4.49959,2.64597,2.41363,7.11033,4.09651,7.96549,97.1839,101.516,97.2063,101.6,
7.17388,2.73875,2.40718,4.12335,4.36453,7.94945,97.2143,101.621,97.2383,101.686,
2.40538,4.14793,7.9385,7.26022,4.27309,2.84638,97.2577,101.722,97.2761,101.788,
4.17896,7.92576,2.91488,2.40853,4.17506,7.34731,97.2845,101.83,97.3087,101.875,
7.91467,2.41408,4.21688,7.40997,4.08362,3.01711,97.3268,101.911,97.3427,101.966,
4.24521,2.42367,4.00927,7.47952,3.09221,7.90088,97.3562,101.993,97.3765,102.057,
7.89488,4.28538,2.43881,7.55342,3.1775,3.8991,97.3887,102.095,97.4092,102.145,
7.61473,4.32556,3.25485,7.88484,3.81276,2.4619,97.4228,102.169,97.4445,102.24,
2.47509,4.36468,3.73826,7.70197,3.35123,7.8775,97.4576,102.267,97.4777,102.329,
3.66391,4.4056,7.8733,3.42768,2.50612,7.78591,97.4885,102.368,97.5101,102.416,
3.49498,3.56993,2.53055,4.45522,7.85456,7.8679,97.5212,102.448,97.543,102.505,
2.55843,7.91587,3.59751,4.50273,3.45931,7.86476,97.5525,102.535,97.58,102.604,
7.86326,3.38421,2.601,4.55325,3.70588,8.02095,97.5953,102.651,97.615,102.698,
2.63593,4.59777,7.86221,3.27553,8.10519,3.81681,97.6409,102.748,97.6586,102.815,
7.86281,4.66162,3.176,3.9054,8.19243,2.70353,97.6725,102.85,97.692,102.905,
3.10465,7.86461,8.25643,3.99129,4.72398,2.7479,97.7039,102.926,97.7248,102.993,
4.05994,8.32734,3.00947,4.7727,2.79167,7.86865,97.7306,103.014,97.7586,103.084,
2.93317,4.16022,8.41413,4.83026,7.873,2.84803,97.7673,103.108,97.7938,103.179,
4.87463,2.84308,4.2575,7.8781,2.89719,8.51066,97.8041,103.226,97.8276,103.27,
8.55877,4.93443,7.88424,4.35314,2.95056,2.738,97.8399,103.296,97.8603,103.357,
2.68869,4.9905,2.99658,8.65396,4.44742,7.89488,97.8699,103.383,97.9021,103.47,
2.58286,4.545,7.90358,5.07743,8.76128,3.08621,97.9109,103.502,97.9364,103.562,
8.8142,5.12705,3.13178,2.49023,7.91497,4.65773,97.9611,103.575,97.9685,103.648,
8.89649,5.19031,7.92516,2.41033,4.74437,3.20883,97.9874,103.663,98.0025,103.74,
2.35007,5.25296,4.82246,7.93865,3.26819,9.00696,98.0126,103.789,98.0372,103.833,
7.9505,9.06842,3.3289,2.25039,4.94193,5.348,98.054,103.87,98.0801,103.948,
2.17559,5.03067,5.40931,3.41988,7.97448,9.19598,98.0864,104.001,98.115,104.042,
5.47046,5.12825,7.98947,3.49363,2.08041,9.28757,98.1247,104.107,98.1554,104.151,
2.02075,5.55171,3.56903,9.36312,8.0124,5.25956,98.1784,104.179,98.1887,104.24,
9.43072,8.02784,3.64248,5.34095,1.93456,5.64045,98.1983,104.27,98.2226,104.331,
9.50957,8.04718,5.69291,1.87745,3.72342,5.45173,98.2573,104.345,98.2617,104.436,
1.81659,8.07281,5.77775,5.54211,9.63353,3.81846,98.2795,104.471,98.2959,104.528,
8.09275,5.84086,1.75289,5.63235,3.88606,9.72077,98.3127,104.579,98.33,104.62,
9.77159,5.71,8.11913,3.95486,1.69353,5.93244,98.3277,104.642,98.3624,104.707,
4.01812,9.86302,8.14566,1.64301,6.00754,5.84041,98.3964,104.732,98.402,104.813,
5.91116,1.59804,4.1223,9.97589,8.17954,6.09643,98.397,104.857,98.4412,104.919,
10.0552,1.55158,8.20712,4.22003,6.04606,6.17917,98.4541,104.945,98.4758,105.011,
6.22354,4.28328,10.1465,6.12791,1.512,8.2401,98.4754,105.032,98.5082,105.099,
6.29684,10.228,1.48697,6.22369,4.38357,8.27007,98.5103,105.118,98.5441,105.195,
4.44397,1.46464,6.38993,8.29721,6.32862,10.3401,98.5603,105.247,98.5773,105.284,
4.52866,6.40507,1.4462,10.4206,6.48556,8.33678,98.5783,105.327,98.618,105.394,
4.627,1.43511,10.5124,6.5665,6.53757,8.3735,98.6233,105.424,98.6526,105.487,
8.39344,6.62901,4.71783,6.62182,1.43286,10.6131,98.6707,105.54,98.6853,105.574,
10.6693,8.43091,6.71025,1.43721,4.81437,6.73049,98.6906,105.6,98.719,105.665,
6.78985,4.87972,1.4468,6.79704,10.7775,8.47573,98.7179,105.704,98.752,105.754,
6.85805,1.46194,4.96906,10.8573,8.51261,6.9306,98.7942,105.786,98.7961,105.872,
1.49417,8.55548,5.08043,10.9586,6.96238,6.99371,98.7811,105.891,98.7724,105.866,
8.55338,10.9172,6.94349,1.50406,6.92236,5.01658,98.7497,105.851,98.7131,105.786,
6.86555,8.54244,10.8454,4.96172,1.512,6.86045,98.7129,105.759,98.6581,105.712,
6.76452,6.81578,1.52429,8.53134,10.7625,4.88242,98.6439,105.684,98.5982,105.631,
6.76122,6.66154,1.54363,4.82606,8.5228,10.6882,98.5856,105.584,98.5405,105.554,
10.6452,6.56725,4.7679,8.5162,1.57196,6.68087,98.5373,105.53,98.4773,105.468,
10.5696,4.7018,1.60224,6.63006,8.50931,6.43325,98.4396,105.456,98.421,105.392,
6.58764,4.64124,10.4936,1.63971,8.50466,6.33941,98.3841,105.372,98.3647,105.317,
10.4391,6.53218,8.50151,6.26236,1.68154,4.56524,98.3435,105.313,98.3097,105.242,
4.52732,6.47866,8.49882,6.16643,1.72755,10.3476,98.2895,105.197,98.2528,105.166,
8.49717,1.76533,4.46001,6.41781,6.0621,10.2811,98.2274,105.124,98.1955,105.088,
4.41309,8.49642,6.37134,10.2267,5.97052,1.83203,98.1732,105.062,98.1401,105.014,
10.1748,5.89407,8.49687,4.34399,1.88539,6.30988,98.132,104.99,98.0822,104.936,
5.80173,10.1023,1.93891,8.49867,6.26072,4.27849,98.0685,104.92,98.0158,104.846,
8.50091,6.21874,5.68092,10.0213,2.0167,4.22243,97.9976,104.823,97.9602,104.771,
2.06032,8.50481,9.9648,4.18046,5.5685,6.15324,97.9383,104.745,97.8866,104.672,
2.15131,4.12065,9.87846,6.10228,8.51351,5.42999,97.8442,104.647,97.8161,104.577,
5.35819,9.80801,8.5198,2.25054,6.04936,4.0478,97.8029,104.562,97.7504,104.488,
6.01384,8.52775,4.01092,9.73096,5.22613,2.34153,97.7291,104.46,97.6955,104.414,
3.9754,5.97022,5.14474,2.40449,8.53869,9.65961,97.6776,104.368,97.6342,104.331,
3.92968,2.47659,9.60745,5.91985,8.54993,5.01598,97.5981,104.307,97.5711,104.246,
9.55049,5.88313,4.93593,8.56072,3.87512,2.58346,97.5535,104.221,97.5129,104.168,
2.63053,8.57092,4.8424,3.84184,5.83861,9.47134,97.4994,104.133,97.4575,104.093,
2.71282,3.81081,5.80623,9.41843,8.58785,4.72053,97.4238,104.067,97.3955,104.009,
9.36866,2.80516,4.64079,5.76711,3.76854,8.60449,97.3744,103.995,97.3374,103.931,
9.31065,4.55205,3.74216,2.89929,8.61903,5.72933,97.3252,103.908,97.2804,103.854,
5.70805,9.24845,2.97679,8.63462,4.43513,3.70813,97.2548,103.835,97.222,103.775,
4.36873,3.68985,8.65051,5.67207,9.18129,3.07692,97.2126,103.744,97.1655,103.699,
5.64899,3.66601,8.66925,9.12823,3.15666,4.23697,97.1345,103.668,97.1074,103.621,
3.64533,8.68799,9.07652,4.15437,5.61346,3.24795,97.089,103.588,97.0499,103.543,
3.30431,9.0254,3.62344,5.58888,4.05005,8.71542,97.0225,103.526,96.9888,103.461,
3.97705,3.40085,5.56505,3.60545,8.95735,8.7382,96.9658,103.433,96.9304,103.382,
3.86972,3.49753,8.75874,8.90219,3.58942,5.53477,96.9141,103.349,96.8588,103.286,
3.59226,5.51738,3.74606,8.84148,3.57772,8.79291,96.8311,103.263,96.7956,103.2,
5.49804,8.79351,3.57053,3.70633,8.81735,3.62194,96.7648,103.179,96.7388,103.124,
5.48081,8.7436,8.83908,3.56513,3.52661,3.81846,96.715,103.084,96.6656,103.025,
8.68409,8.87161,3.56273,5.45787,3.41329,3.91814,96.6472,102.994,96.6094,102.949,
3.34119,8.90114,5.44483,3.56378,8.61723,4.01452,96.5963,102.907,96.5421,102.859,
8.93172,8.57571,3.56753,3.21542,5.43014,4.1106,96.528,102.825,96.4864,102.783,
3.57263,5.42265,4.17866,8.52355,3.11589,8.97204,96.4589,102.759,96.4295,102.707,
8.99183,3.04124,3.58267,5.4132,4.28164,8.47079,96.4195,102.67,96.3725,102.63,
3.59166,9.02495,4.35509,8.43391,2.92987,5.40646,96.356,102.609,96.3179,102.556,
3.60575,8.39404,9.06153,2.83229,5.40136,4.47875,96.2952,102.511,96.245,102.458,
5.39896,3.62629,4.5564,9.10455,2.71807,8.32943,96.2246,102.427,96.1892,102.383,
9.13048,4.63839,8.29541,3.64892,2.62109,5.39776,96.1741,102.367,96.1201,102.289,
8.25134,9.1783,4.7604,5.39866,3.6777,2.49967,96.095,102.271,96.0619,102.211,
5.40076,9.21682,8.20202,2.41318,3.70424,4.87612,96.0436,102.169,96.0016,102.13,
2.34348,9.25369,3.72627,8.16125,5.40646,4.96441,95.9927,102.095,95.9464,102.055,
3.7504,8.12962,9.29357,2.2318,5.4126,5.0539,95.9301,102.021,95.8905,101.98,
9.32894,8.0902,3.78758,5.4204,2.12703,5.14954,95.8744,101.939,95.831,101.899,
5.42759,3.81816,2.04863,9.37706,5.23228,8.04283,95.8132,101.865,95.771,101.819,
8.0166,5.31802,5.44198,3.86402,1.92991,9.42937,95.7384,101.799,95.7106,101.737,
5.40211,1.85617,3.9018,9.47059,7.96743,5.46012,95.6861,101.718,95.638,101.639,
9.50927,5.47241,1.73475,7.93281,5.54361,3.95861,95.6305,101.608,95.5819,101.564,
1.65815,3.98934,5.49055,7.90043,9.56563,5.64719,95.562,101.523,95.5182,101.478,
9.6007,5.71719,7.8691,5.51153,1.52954,4.0496,95.5114,101.457,95.4631,101.403,
7.84467,5.52787,1.45594,9.65392,4.09097,5.83516,95.4462,101.367,95.4043,101.324,
9.69604,1.35941,5.9167,7.8054,5.55875,4.15138,95.3945,101.291,95.334,101.229,
7.77931,5.57944,1.24894,4.20009,9.76409,6.05086,95.3111,101.188,95.27,101.143,
6.11771,5.60867,4.2548,9.81506,1.13486,7.73959,95.2477,101.117,95.2125,101.065,
5.63205,1.07086,9.85733,6.22654,4.31281,7.71561,95.1994,101.037,95.1583,100.992,
6.29999,4.35598,0.979872,7.69492,5.66893,9.91713,95.1229,100.976,95.1001,100.914,
6.39277,0.901176,7.67349,9.95971,5.6986,4.42943,95.0845,100.894,95.0406,100.834,
7.65325,5.72529,4.4768,0.805542,10.017,6.52573,95.0154,100.793,94.9821,100.755,
5.75572,0.738839,7.62912,4.54051,6.61252,10.0717,94.9518,100.723,94.926,100.679,
0.672285,4.59087,5.79409,10.1156,6.70546,7.60499,94.906,100.646,94.8644,100.596,
7.59314,4.65443,0.596287,6.7957,10.1739,5.83891,94.841,100.576,94.8092,100.521,
0.545922,6.87979,5.86994,4.72863,10.2289,7.56886,94.7836,100.491,94.7466,100.437,
10.2719,4.78829,5.91146,0.49166,7.55132,7.02069,94.7355,100.375,94.6723,100.337,
4.86263,7.53843,7.10298,5.96302,0.466327,10.358,94.6398,100.32,94.618,100.264,
7.52614,5.99795,4.93713,10.4046,0.468126,7.2157,94.598,100.221,94.5615,100.187,
4.99139,7.5137,7.28391,6.04442,10.4611,0.49061,94.545,100.171,94.5061,100.113,
0.513994,10.5089,5.07699,7.39753,7.49916,6.10362,94.4862,100.085,94.4308,100.011,
6.14005,10.583,5.16213,7.51385,7.48762,0.601384,94.4163,99.9799,94.3716,99.9313,
7.5861,5.22628,7.48087,0.654447,6.19881,10.6558,94.3353,99.9212,94.3171,99.8578,
6.23643,10.7017,7.69987,0.731044,5.31742,7.47248,94.3013,99.8274,94.2525,99.7707,
6.28485,0.79505,7.79281,5.38292,10.7721,7.46723,94.2304,99.7491,94.1971,99.696,
6.33701,7.88604,7.46363,5.45892,0.89608,10.8393,94.1567,99.6741,94.1376,99.6157,
10.8795,5.52428,7.98977,6.40057,0.983019,7.46019,94.1296,99.5932,94.0789,99.5367,
5.58873,10.9411,1.05197,7.45869,6.45363,8.09874,94.0684,99.4935,94.0253,99.4644,
10.9938,8.1611,1.13322,7.45809,5.68841,6.51644,94.0147,99.4619,93.9523,99.3658,
5.75976,6.56486,1.25208,7.45944,11.0944,8.31594,93.9234,99.3163,93.8933,99.2863,
8.372,6.61747,11.1439,7.46153,5.85375,1.35821,93.8862,99.2775,93.8386,99.2126,
7.46423,11.2046,1.43271,5.92825,8.49687,6.69182,93.8216,99.1827,93.7798,99.1333,
11.2647,6.73484,8.58111,1.53329,7.47053,6.01818,93.7788,99.0984,93.7207,99.0535,
8.66415,6.07589,6.79839,7.47637,1.63342,11.3522,93.6775,99.0412,93.6626,98.9752,
6.84591,11.3959,7.48282,8.77612,1.72246,6.17722,93.6618,98.937,93.6007,98.8917,
6.22894,11.4638,7.49181,6.92206,1.82064,8.8899,93.5933,98.8447,93.5465,98.8187,
6.96793,11.5263,8.96035,6.32172,1.90998,7.50351,93.5406,98.8024,93.4912,98.744,
7.02998,11.5927,1.99182,7.5131,9.08341,6.42635,93.4864,98.6839,93.415,98.6412,
11.6793,7.12127,7.52944,2.12898,9.20243,6.52648,93.4114,98.5915,93.3489,98.5521,
11.7541,6.59558,9.29746,7.20221,2.2429,7.54892,93.3429,98.5312,93.2805,98.4598,
11.8274,7.56062,2.33254,6.69526,7.27626,9.42068,93.2768,98.412,93.2252,98.3854,
6.76062,9.49158,11.906,2.43611,7.34297,7.584,93.2078,98.3707,93.1565,98.2926,
9.59875,6.87154,2.54929,11.9983,7.43021,7.60678,93.1259,98.2757,93.0825,98.1929,
9.71388,7.62192,2.65721,6.97707,7.50306,12.0873,93.0366,98.1865,93.0237,98.1136,
7.64141,9.8188,7.05786,2.76319,7.57216,12.1558,92.9829,98.0997,92.9683,98.0389,
12.2002,7.13491,9.92133,2.85777,7.64006,7.67169,92.9649,98.0252,92.9096,97.9597,
10.0047,7.21945,7.68968,2.9552,12.2909,7.71831,92.8764,97.9639,92.8463,97.8744,
7.31179,10.1229,12.3619,7.71951,3.07182,7.79475,92.8238,97.8683,92.7859,97.7929,
3.13883,7.74109,12.4316,10.2306,7.85876,7.42541,92.7705,97.7541,92.7289,97.716,
12.4945,7.91722,10.3231,3.25979,7.508,7.77797,92.7271,97.7002,92.6623,97.6261,
10.4127,7.58205,7.99951,3.36277,7.80465,12.5971,92.6164,97.6241,92.6071,97.5517,
3.44072,10.5179,7.67634,8.07836,7.83448,12.6704,92.5579,97.5374,92.5486,97.4729,
7.74484,7.85666,8.14131,3.55194,10.6291,12.7389,92.5063,97.439,92.4934,97.3984,
8.20172,3.63199,7.84122,7.89114,12.805,10.7356,92.4615,97.3366,92.4298,97.3126,
8.28656,3.74276,7.92576,12.8821,7.95244,10.8462,92.4041,97.2453,92.3596,97.2179,
8.03114,10.927,8.38445,3.87032,7.97028,12.9789,92.312,97.2072,92.3031,97.1418,
3.94647,11.0237,8.00026,8.46404,13.0486,8.15001,92.2737,97.1098,92.2435,97.0613,
4.04495,11.1213,8.22001,8.54079,8.04193,13.1293,92.1916,97.0494,92.1848,96.9823,
8.06682,11.2146,4.15168,8.31055,13.1949,8.62518,92.1507,96.9753,92.1286,96.9063,
4.23637,8.38849,8.68694,8.11358,13.2717,11.344,92.0894,96.8437,92.0625,96.8172,
8.14671,8.76278,13.3417,8.49552,4.36858,11.4449,92.0545,96.7608,92.0069,96.7423,
8.83653,8.57376,4.45417,13.4237,11.5354,8.20127,91.9828,96.7223,91.9501,96.6656,
11.6032,8.6604,4.5477,8.23545,8.93232,13.5068,91.8998,96.6608,91.8934,96.5892,
8.7364,8.26843,8.99422,4.64423,11.7187,13.5781,91.8482,96.5537,91.838,96.5145,
8.82424,9.06602,8.31339,13.644,4.74901,11.8294,91.8183,96.443,91.772,96.4255,
8.35612,8.93022,9.15896,11.9153,4.85424,13.7377,91.7276,96.3933,91.718,96.3527,
8.39629,13.7863,4.92904,9.02315,9.2414,12.0166,91.7106,96.2978,91.6642,96.2801,
5.02032,9.30975,8.4513,12.1074,13.8943,9.14847,91.6232,96.2147,91.5773,96.1629,
9.41843,5.16542,13.9844,9.2477,12.2516,8.5279,91.5576,96.1452,91.5172,96.0819,
8.55608,14.0537,5.26615,9.33479,12.3452,9.52321,91.5028,96.055,91.4624,96.0079,
12.4171,8.60884,14.1382,9.42652,9.59965,5.38532,91.4614,95.9971,91.4038,95.9289,
9.49832,12.5204,5.46267,9.6758,8.6691,14.2341,91.3468,95.9216,91.3443,95.8486,
8.70582,14.2923,12.6273,5.5571,9.74595,9.59036,91.3258,95.8255,91.3262,95.8542,
9.57537,12.5839,8.71092,5.50659,9.71807,14.2625,91.3566,95.8741,91.3501,95.9466,
8.69998,5.43913,14.227,9.49787,12.4894,9.66531,91.3635,95.9773,91.3723,96.0326,
9.44361,12.4213,8.68499,5.3408,9.61494,14.1665,91.4034,96.0548,91.3975,96.1302,
8.67509,14.1309,9.56908,5.25461,12.3149,9.34708,91.3912,96.1893,91.4252,96.2376,
14.0774,9.51241,5.16228,8.65951,12.2218,9.27018,91.4176,96.2916,91.4504,96.3355,
14.0318,5.08838,9.22192,8.65036,9.45306,12.135,91.4514,96.3906,91.473,96.4229,
12.0824,9.16046,8.64257,13.9754,4.9863,9.39834,91.484,96.4243,91.4987,96.5225,
9.36672,13.9335,9.08776,4.90715,8.63372,11.9616,91.4972,96.5893,91.525,96.6244,
9.31095,11.8956,9.01176,13.8733,4.80627,8.62623,91.5308,96.6501,91.5499,96.7209,
8.9539,11.809,8.62188,4.72803,9.248,13.82,91.5783,96.7425,91.5746,96.8167,
11.7312,13.7866,4.65098,8.87191,9.19778,8.61663,91.5782,96.8403,91.6051,96.9349,
8.81135,11.6252,9.15057,8.61409,4.54156,13.7203,91.6313,96.9521,91.6283,97.0247,
11.5498,4.47905,13.6858,9.1026,8.61244,8.72741,91.6303,97.0521,91.6522,97.1174,
11.4684,8.61199,9.06108,8.6736,4.38207,13.6332,91.6778,97.1335,91.6766,97.2118,
9.02585,4.32361,13.6011,8.61514,8.61259,11.3621,91.6847,97.2644,91.6991,97.2992,
4.256,13.5641,11.3017,8.61394,8.96844,8.54019,91.6977,97.3386,91.7296,97.4174,
4.15647,11.2028,8.48353,8.61753,8.91838,13.4967,91.7609,97.4377,91.7559,97.5191,
13.4685,8.88345,8.41982,11.1043,4.05229,8.62263,91.751,97.5482,91.7796,97.6109,
8.36751,3.99084,13.4216,8.83698,8.62773,11.0096,91.7908,97.6717,91.8047,97.7082,
8.80475,8.63252,8.30005,3.9027,10.9324,13.3716,91.8263,97.7508,91.8296,97.8046,
8.63942,8.24504,10.8625,8.75739,3.82355,13.3318,91.8517,97.8316,91.8542,97.8999,
10.7957,13.3046,8.64886,8.18104,3.75205,8.71362,91.8575,97.9054,91.8802,98.0009,
8.68829,13.2628,3.6846,8.6601,10.6849,8.11208,91.8794,98.0489,91.9047,98.0956,
3.62404,10.623,13.2226,8.64556,8.06217,8.67255,91.9144,98.1235,91.9284,98.1877,
13.1927,3.55359,8.68124,8.0136,8.60974,10.5248,91.9297,98.2387,91.9519,98.2786,
3.48988,7.96429,8.69473,13.1462,10.4461,8.57182,91.9711,98.3182,91.9798,98.3866,
3.41808,7.90673,8.54349,13.1065,8.71227,10.3548,91.9959,98.4427,92.0058,98.4873,
3.34538,10.2943,7.84782,13.0692,8.50526,8.72936,92.0198,98.5166,92.0297,98.58,
3.28468,10.2192,8.74165,8.47843,7.79146,13.0314,92.0513,98.6004,92.0531,98.6707,
13.009,3.21827,8.45025,10.1291,8.76158,7.73719,92.0521,98.7153,92.078,98.7674,
7.70422,10.0606,12.9698,8.77942,3.14407,8.41487,92.0872,98.7868,92.103,98.8641,
12.9422,8.39554,8.79756,9.9717,3.08666,7.63871,92.0979,98.9042,92.1274,98.9585,
9.91579,3.04649,7.60424,12.9043,8.36421,8.82139,92.1384,98.9832,92.1504,99.0477,
7.56616,2.99508,8.83698,8.34202,12.8726,9.81655,92.1642,99.0934,92.1733,99.1366,
12.8508,8.85767,2.94036,8.31759,9.7461,7.50515,92.1731,99.1772,92.1976,99.2307,
8.30065,8.8797,12.8179,9.6791,7.46603,2.88445,92.2017,99.2593,92.2206,99.3199,
9.62274,8.27697,12.7894,8.90653,2.84263,7.42106,92.2206,99.3451,92.2443,99.4117,
8.92557,12.7638,2.80666,7.38629,9.5286,8.25029,92.2493,99.4416,92.2679,99.5032,
12.7383,2.76918,8.23365,8.95825,9.45246,7.33697,92.2676,99.5495,92.2949,99.6077,
8.21641,2.72466,12.7028,9.37706,7.29545,8.99287,92.3026,99.6484,92.3221,99.7131,
7.26532,12.676,9.01611,9.29821,2.68014,8.19033,92.3273,99.7379,92.3449,99.8014,
2.65811,9.04309,9.23151,12.6472,7.2175,8.17429,92.3559,99.8274,92.3691,99.8953,
2.62963,9.07187,8.16245,12.6229,7.18198,9.14652,92.3788,99.9388,92.3925,99.9859,
9.0993,8.14791,2.59905,12.5971,9.11189,7.14016,92.3981,100.021,92.4215,100.098,
8.13367,2.57567,12.5715,7.10718,8.99377,9.15057,92.4295,100.141,92.4459,100.193,
7.08305,2.55843,8.93726,12.5486,8.11898,9.18174,92.4546,100.224,92.4686,100.281,
7.04977,9.20753,8.86381,2.54164,12.5237,8.10654,92.4818,100.309,92.4971,100.391,
8.79831,8.09949,2.53085,12.5021,9.25294,7.00495,92.5014,100.417,92.5203,100.481,
2.525,12.4841,6.98142,8.0896,8.70837,9.29177,92.5264,100.524,92.5449,100.576,
8.08345,12.4634,6.95219,2.52125,9.32984,8.62233,92.5516,100.642,92.5771,100.701,
2.52275,12.4376,9.37166,8.07416,8.54588,6.91082,92.5828,100.741,92.6021,100.798,
8.07041,9.40869,2.52935,8.48173,12.4152,6.88503,92.612,100.831,92.6266,100.893,
12.4023,8.42237,2.53939,6.86405,9.45785,8.06592,92.6329,100.923,92.6517,100.99,
8.06442,2.55168,6.84291,12.3819,8.34232,9.50102,92.6603,101.034,92.6758,101.083,
12.3685,8.06307,9.5349,2.57177,6.81773,8.26633,92.6819,101.136,92.7039,101.192,
8.22046,9.57837,6.79839,8.06337,12.3471,2.59875,92.7132,101.209,92.7281,101.286,
12.3375,8.06457,8.15031,6.77936,2.62019,9.63128,92.7327,101.32,92.7503,101.372,
2.64012,12.3228,6.76317,8.06756,9.67295,8.07206,92.7563,101.423,92.7755,101.47,
6.74878,2.6737,9.71507,8.0124,12.3057,8.07266,92.7853,101.51,92.8053,101.585,
12.2955,6.73004,7.94645,9.76964,8.07821,2.72571,92.8134,101.615,92.8294,101.679,
9.81011,12.2822,8.0842,7.8745,2.76454,6.7128,92.8392,101.712,92.8568,101.785,
8.09125,9.86437,6.70261,7.80899,2.80876,12.2681,92.8678,101.816,92.8818,101.882,
8.10024,6.69287,2.84848,7.74649,12.2588,9.92703,92.8922,101.931,92.9071,101.98,
9.95641,7.69852,8.11118,2.89629,6.68312,12.2498,92.916,101.994,92.9305,102.07,
7.64486,12.2441,10.012,8.12318,6.67608,2.95191,92.94,102.09,92.9544,102.163,
10.0549,2.98908,6.67113,7.57336,12.235,8.13802,92.9592,102.192,92.9821,102.271,
